tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037127102,55,1515,3.6,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5077,9245400.714,12295.99978
06037127103,99,1215,8.1,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5078,3094236.278,7528.845238
06037127104,58,1404,4.1,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5079,7664571.445,11264.99525
06037127210,261,1879,13.9,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5080,16562017.96,19659.82976
06037127220,297,1681,17.7,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5081,7041150.375,10593.44981
06037127300,104,1337,7.8,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5082,11463045.17,15054.07152
06037127400,265,1917,13.8,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5083,23325864,25020.89356
06037127520,317,1482,21.4,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5084,3908348.791,7974.717137
06037127603,92,918,10,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5085,4663222.818,9720.505977
06037127604,185,1431,12.9,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5086,4661902.935,9870.072153
06037127605,197,1182,16.7,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5087,6980882.938,10568.6403
06037127606,25,1106,2.3,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5088,5874677.684,9732.358575
06037127711,0,1113,0,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5089,10174730.46,13541.69011
06037127712,181,1540,11.8,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5090,6130171.129,9823.678174
06037127803,267,1643,16.3,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5091,6890571.521,10517.37976
06037127804,110,1575,7,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5092,6868927.561,10483.5683
06037127805,188,1241,15.1,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5093,6614220.419,13204.82627
06037127806,106,1143,9.3,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5094,7353268.59,13484.5339
06037127910,221,1449,15.3,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5095,6989137.45,10580.19862
06037127920,92,1483,6.2,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5096,6982341.024,10569.20605
06037128101,71,1065,6.7,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,5097,6984145.009,10570.7572
06037128102,172,1557,11,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5098,6983390.891,10570.69664
06037128210,203,1584,12.8,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5099,5919213.022,9764.437397
06037128220,158,1175,13.4,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,5100,5997641.554,10037.13321
06037128302,174,1488,11.7,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5101,7414446.906,12437.52393
06037128303,128,1154,11.1,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5102,4455088.683,9765.85863
06037128400,32,1781,1.8,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5103,18646159.85,22560.5559
06037128500,197,2077,9.5,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5104,10467036.72,13208.37044
06037128601,151,1673,9,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5105,7321239.762,13837.70789
06037128602,53,1270,4.2,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5106,12209123.11,14527.21347
06037128703,55,1598,3.4,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5107,8810829.062,11742.44811
06037128704,38,934,4.1,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5108,8972420.952,12103.18724
06037128801,23,1929,1.2,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5109,5203157.265,9434.476581
06037128802,216,1954,11.1,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5110,10467798.97,13207.67592
06037128910,19,1846,1,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5111,14370378.17,17392.25709
06037131021,228,1029,22.2,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5112,6073826.876,10587.13653
06037131022,57,1011,5.6,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5113,5429101.015,10053.97233
06037131023,0,844,0,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5114,6331632.888,10094.99011
06037131024,43,1002,4.3,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5115,9118250.623,12239.29269
06037131100,34,1047,3.2,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5116,11864796.79,14173.5117
06037131200,85,1220,7,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,5117,12145468.08,14480.98997
06037131300,72,1186,6.1,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5118,12032453.03,14396.22511
06037131400,106,1840,5.8,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5119,11915892.79,14307.22044
06037131600,19,1305,1.5,District 3,Los Angeles - Reseda Ranch,SPA 2 - San Fernando,5120,23559471.76,19403.91291
06037131701,52,1906,2.7,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5121,7099637.321,10658.47859
06037131702,33,1243,2.7,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5122,7771595.112,11154.73156
06037131801,177,979,18.1,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5123,7063739.493,10631.43453
06037131802,7,742,0.9,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5124,7096069.907,10655.79818
06037131900,0,1361,0,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5125,14187245.79,15934.64848
06037132001,100,1188,8.4,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5126,10424529.96,13176.72264
06037132002,21,1145,1.8,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5127,17223436.46,21045.82543
06037132101,104,1591,6.5,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5128,8723771.464,11887.88208
06037132102,184,2141,8.6,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,5129,14599728,18690.00079
06037132301,255,1373,18.6,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5130,6792462.154,13144.34005
06037132302,0,977,0,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5131,6970676.296,13199.8556
06037132501,20,1274,1.6,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5132,7580198.861,11007.91465
06037132502,131,1206,10.9,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5133,6813829.428,10928.75898
06037132700,161,1660,9.7,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5134,14206216.03,15685.49385
06037132900,91,1304,7,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5135,12974677.75,18087.08909
06037133000,66,1437,4.6,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5136,10838546.63,14143.60246
06037133101,28,606,4.6,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5137,7116624.658,10968.55967
06037133102,275,1372,20,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5138,9208922.936,12060.50903
06037134001,53,948,5.6,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5139,6275474.118,12140.54872
06037134002,134,1203,11.1,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5140,8228881.407,13601.04237
06037134101,44,1313,3.4,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5141,11471143.34,13966.12306
06037134103,178,1267,14,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5142,11265887.63,17398.49112
06037134104,80,1298,6.2,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5143,6973918.341,10562.54372
06037134201,20,1314,1.5,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5144,15828437.05,16417.64749
06037134302,156,1369,11.4,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5145,14067419.67,15258.57276
06037134303,77,1912,4,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5146,17073583.52,17156.56986
06037134304,57,940,6.1,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5147,10983003.27,13572.09121
06037134306,80,1463,5.5,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5148,6671214.886,10337.39906
06037134421,12,1490,0.8,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5149,23249694.05,19067.91781
06037134422,70,1546,4.5,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5150,25041439.53,25361.69915
06037134423,261,1314,19.9,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5151,16881769.4,18387.03279
06037134424,13,1020,1.3,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5152,39659478.9,27004.58348
06037134520,328,1868,17.6,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5153,10410714.69,13162.39725
06037134521,112,755,14.8,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5154,3797111.131,8182.967078
06037134522,191,1437,13.3,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5155,6612044.559,10272.33889
06037134710,175,1599,10.9,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5156,6140959.56,9944.670079
06037134720,60,1759,3.4,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5157,10651197.93,13301.2921
06037134801,16,1094,1.5,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5158,9864936.81,12990.93721
06037134802,65,812,8,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5159,10211080.88,12881.79142
06037134901,9,990,0.9,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,5160,11386617.93,15163.5502
06037134904,67,1428,4.7,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,5161,11172450.51,15663.03857
06037134905,52,2600,2,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5162,27819995.77,21977.53671
06037134906,61,1131,5.4,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5163,1885234.134,7329.200328
06037134907,71,1532,4.6,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5164,4216468.501,9405.279276
06037135102,38,1214,3.1,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5165,17942127.31,18910.38555
06037135111,29,1258,2.3,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5166,11197069.84,13433.34376
06037135113,81,1345,6,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5167,6904515.109,13067.29568
06037135115,133,1455,9.1,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5168,3603924.267,8171.351269
06037135116,162,1000,16.2,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,5169,10079214.47,13024.322
06037135201,53,876,6.1,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5170,16462038.76,18522.88826
06037135202,54,1445,3.7,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5171,18984751.79,17789.15032
06037135204,0,1625,0,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5172,19985579.96,18644.50114
06037135205,0,771,0,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,5173,28614430.72,24462.09198
06037137000,27,1718,1.6,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5174,32554692.44,32427.83493
06037137103,48,2399,2,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5175,8198246.758,11739.7151
06037137104,13,940,1.4,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5176,27545341.39,23292.56286
06037137202,226,1334,16.9,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5177,9423331.616,12952.78139
06037137203,54,849,6.4,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5178,12090783.22,14492.16273
06037137301,0,710,0,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5179,17235208.66,20112.81993
06037137302,40,1541,2.6,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5180,26225229.58,24375.07221
06037137401,36,1527,2.4,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5181,25691208.69,25174.11578
06037137402,130,2077,6.3,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5182,32986560.42,29618.65097
06037137501,102,1997,5.1,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5183,26943805.37,23995.96587
06037137502,118,1719,6.9,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5184,22636838.43,19152.2936
06037137504,22,675,3.3,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5185,41277317.39,32298.32411
06037138000,8,1774,0.5,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,5186,48095974.48,30901.33393
06037139001,22,2222,1,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5187,13388296.33,17664.23624
06037139200,79,2193,3.6,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5188,12294728.53,13946.33515
06037139301,62,1503,4.1,District 3,Los Angeles - Tarzana,SPA 2 - San Fernando,5189,30973940.17,26880.7375
06037139302,172,1907,9,District 3,Los Angeles - Tarzana,SPA 2 - San Fernando,5190,3643952.748,7958.201291
06037139303,391,2144,18.2,District 3,Los Angeles - Tarzana,SPA 2 - San Fernando,5191,4472695.75,9037.012898
06037139401,204,1139,17.9,District 3,Los Angeles - Tarzana,SPA 2 - San Fernando,5192,9822149.369,12394.07897
06037139402,10,936,1.1,District 3,Los Angeles - Tarzana,SPA 2 - San Fernando,5193,26588044.46,28064.69665
06037139502,67,1110,6,District 3,Los Angeles - Tarzana,SPA 2 - San Fernando,5194,11171287.45,16552.00742
06037139504,182,1756,10.4,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5195,3106946.718,8097.412067
06037139505,366,1544,23.7,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5196,1814371.677,6640.63266
06037139506,42,1494,2.8,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5197,1968980.279,6279.635363
06037139600,101,2240,4.5,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5198,26655855.39,20667.28013
06037139701,103,2118,4.9,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5199,36516758.75,32246.64294
06037139703,8,851,0.9,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5200,51244719.32,39235.64302
06037139704,50,975,5.1,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5201,68275860.85,41927.11056
06037139705,71,1284,5.5,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5202,32444079.01,36767.39904
06037139801,9,1232,0.7,District 3,Los Angeles - Tarzana,SPA 2 - San Fernando,5203,39346808.13,27312.58857
06037139802,0,1380,0,District 3,Los Angeles - Tarzana,SPA 2 - San Fernando,5204,64925677.7,45122.63576
06037141101,94,2229,4.2,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5205,8194002.02,11726.8578
06037141102,76,1422,5.3,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5206,8406401.581,15222.01258
06037141201,55,2079,2.6,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5207,7585711.695,12063.51122
06037141202,16,1435,1.1,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5208,7587090.263,12201.35271
06037141303,189,1692,11.2,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5209,2866072.503,7091.738231
06037141304,198,1522,13,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5210,7478128.125,13831.64263
06037141305,65,1345,4.8,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5211,7457784.32,11405.72858
06037141306,132,1520,8.7,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5212,6502251.449,12090.48545
06037141400,266,2028,13.1,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5213,21282997.5,19138.27033
06037141500,11,1100,1,District 3,Los Angeles - Encino,SPA 2 - San Fernando,5214,35511126.74,30210.22232
06037141600,39,1758,2.2,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5215,41998689.63,36002.18905
06037141700,19,1179,1.6,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5216,34863214.77,29123.88617
06037143101,142,1086,13.1,District 5,Los Angeles - Toluca Lake,SPA 2 - San Fernando,5217,14595691.84,18180.6488
06037143102,14,1219,1.1,District 5,Los Angeles - Toluca Lake,SPA 2 - San Fernando,5218,4280402.778,8421.727244
06037143200,86,2068,4.2,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,5219,10324169.99,13964.44121
06037143301,34,1555,2.2,District 5,Los Angeles - Valley Village,SPA 2 - San Fernando,5220,6228281.801,13101.89727
06037143302,11,1617,0.7,District 5,Los Angeles - Studio City,SPA 2 - San Fernando,5221,11156481.32,16033.24838
06037143401,369,2289,16.1,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5222,11925260.32,14981.47504
06037143402,30,797,3.8,District 5,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5223,6976385.061,10582.34133
06037143500,80,2325,3.4,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5224,13476236.59,18716.48939
06037143602,58,2213,2.6,District 5,Los Angeles - Studio City,SPA 2 - San Fernando,5225,13047969.45,16639.81672
06037143603,25,1322,1.9,District 5,Los Angeles - Studio City,SPA 2 - San Fernando,5226,5679363.895,13393.07042
06037143606,31,975,3.2,District 5,Los Angeles - Studio City,SPA 2 - San Fernando,5227,2705570.305,12274.68381
06037143700,8,1725,0.5,District 5,Los Angeles - Hollywood Hills,SPA 2 - San Fernando,5228,35796201.25,32454.4531
06037143801,67,1352,5,District 5,Los Angeles - Studio City,SPA 2 - San Fernando,5229,15629506.65,19473.10636
06037143802,82,1055,7.8,District 5,Los Angeles - Studio City,SPA 2 - San Fernando,5230,12161826.96,27489.08716
06037143901,47,1599,2.9,District 3,Los Angeles - Studio City,SPA 2 - San Fernando,5231,56865348.74,39622.36072
06037143902,50,1362,3.7,District 3,Los Angeles - Sherman Oaks,SPA 2 - San Fernando,5232,27090992.14,30930.32547
06037181000,133,2234,6,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5233,44448995.23,37014.56487
06037181300,29,1281,2.3,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5234,15605643.67,19883.49368
06037181400,98,1663,5.9,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5235,9425720.289,14270.34
06037181500,56,1398,4,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5236,11760770.47,17618.24516
06037181600,127,1051,12.1,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5237,13360638.2,17197.1239
06037183101,59,1095,5.4,District 1,Los Angeles - Highland Park,SPA 4 - Metro,5238,10607809.58,16423.54448
06037183103,135,1647,8.2,District 1,Los Angeles - Highland Park,SPA 4 - Metro,5239,7244202.957,19003.06015
06037183104,56,726,7.7,District 1,Los Angeles - Highland Park,SPA 4 - Metro,5240,6726843.806,15127.03496
06037183220,74,1051,7,District 1,Los Angeles - Highland Park,SPA 4 - Metro,5241,5876242.414,12529.56248
06037183221,100,1116,9,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5242,7556623.378,11919.91973
06037183222,112,1553,7.2,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5243,9910024.888,16262.52674
06037183300,81,1107,7.3,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5244,5867829.605,10063.00206
06037183401,99,827,12,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5245,5344581.567,10175.2714
06037183402,75,1037,7.2,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,5246,5662655.355,10718.81764
06037183510,29,790,3.7,District 1,Los Angeles - Highland Park,SPA 4 - Metro,5247,5247216.662,10222.89794
