OBJECTID,FIPS Code,Primary RUCA Code 2010,Secondary RUCA Code 2010,Tract Population 2010,Land Area sqmi 2010,Population Density sqmi 2010,SD,SPA,CSA,Shape__Area,Shape__Length
4494,06037271100,1,1,2449,0.3,7885.5,District 3,SPA 5 - West,Los Angeles - Rancho Park,8658188.23339844,14154.497356486
4495,06037242100,1,1,2714,0.1,25488.9,District 2,SPA 6 - South,Los Angeles - Watts,4947449.74316406,9051.88850933652
4496,06037271802,1,1,5911,0.2,26514.2,District 3,SPA 5 - West,Los Angeles - Palms,6215154.70800781,10114.6321217094
4497,06037271200,1,1,2525,0.2,12470.1,District 3,SPA 5 - West,Los Angeles - Mar Vista,5645328.39453125,13688.4966818095
4498,06037271300,1,1,4506,0.6,7979.4,District 3,SPA 5 - West,Los Angeles - Mar Vista,15742696.8300781,19362.7557488996
4499,06037271400,1,1,3391,0.4,7643.4,District 3,SPA 5 - West,Los Angeles - Mar Vista,12368283.8984375,14507.9322443687
4500,06037231900,1,1,5968,0.2,27172.8,District 2,SPA 6 - South,Los Angeles - South Park,6123051.69433594,10087.4795164533
4501,06037232110,1,1,3191,0.1,21747.2,District 2,SPA 6 - South,Los Angeles - West Vernon,4090675.07714844,8787.834136781
4502,06037232200,1,1,3119,0.2,15447.1,District 2,SPA 6 - South,Los Angeles - Vermont Square,5629115.33886719,10868.6418332075
4503,06037242700,1,1,5273,0.4,13452.3,District 2,SPA 6 - South,Los Angeles - Watts,10928154.0048828,14365.6502740864
4504,06037242200,1,1,6554,0.3,20873.2,District 2,SPA 6 - South,Los Angeles - Watts,8753872.40820313,12926.529574084
4505,06037243100,1,1,5350,0.2,22827.2,District 2,SPA 6 - South,Los Angeles - Watts,6534175.68066406,10679.286153112
4506,06037232500,1,1,4619,0.3,15583.3,District 2,SPA 6 - South,Los Angeles - West Vernon,8263480.37792969,11962.4356315049
4507,06037232700,1,1,5895,0.3,20880.2,District 2,SPA 6 - South,Los Angeles - West Vernon,7870718.13671875,11504.1877469195
4508,06037232800,1,1,3823,0.2,23208.7,District 2,SPA 6 - South,Los Angeles - South Park,4592442.83984375,8716.84535818007
4509,06037234000,1,1,5335,0.5,11126.3,District 2,SPA 6 - South,Los Angeles - Leimert Park,13367568.2841797,17575.2782524251
4510,06037232120,1,1,5263,0.2,26119.5,District 2,SPA 6 - South,Los Angeles - West Vernon,5617477.71386719,9730.33918734041
4511,06037540201,1,1,2370,0.1,23538.4,District 4,SPA 6 - South,City of Lynwood,2807089.83886719,10415.367186972
4512,06037240600,1,1,4932,0.3,18900,District 2,SPA 6 - South,Los Angeles - Green Meadows,7275157.38671875,11292.4420796351
4513,06037530901,1,1,4080,0.2,23792.3,District 1,SPA 7 - East,Unincorporated - East Los Angeles,4780656.015625,8761.15085306001
4514,06037552800,1,1,6401,0.5,12814.3,District 4,SPA 7 - East,City of Norwalk,13926657.4677734,15865.6596366269
4515,06037601402,1,1,5059,0.4,13325.3,District 2,SPA 8 - South Bay,City of Inglewood,10584567.2675781,13265.2169080523
4516,06037601502,1,1,3963,0.2,20913.4,District 2,SPA 8 - South Bay,Unincorporated - Lennox,5283115.37109375,11514.4757577826
4517,06037532800,1,1,4409,0.2,20723.3,District 2,SPA 6 - South,Unincorporated - Florence-Firestone,5931393.33398438,10039.0798571455
4518,06037552700,1,1,6985,0.5,13153,District 4,SPA 7 - East,City of Norwalk,14805978.7753906,16500.3101697911
4519,06037501501,1,1,2244,2.4,931.3,District 4,SPA 7 - East,Unincorporated - Whittier,67307418.3486328,48962.9693575689
4520,06037601600,1,1,4375,0.4,12419.1,District 2,SPA 8 - South Bay,Unincorporated - Lennox,9821883.2265625,12866.0456297947
4521,06037601700,1,1,5646,0.3,18734.8,District 2,SPA 8 - South Bay,Unincorporated - Lennox,8405662.91796875,12703.1864860769
4522,06037601802,1,1,4658,0.2,24920.7,District 2,SPA 8 - South Bay,Unincorporated - Lennox,5211014.90136719,10562.9374732409
4523,06037502100,1,1,5110,0.7,6848.6,District 4,SPA 7 - East,City of Whittier,20798350.5048828,20327.626844468
4524,06037602002,1,1,3195,0.2,15580.2,District 2,SPA 8 - South Bay,City of Hawthorne,5763859.60253906,10775.7547936038
4525,06037602004,1,1,4126,0.2,18039.7,District 2,SPA 8 - South Bay,City of Inglewood,6376532.9921875,10199.2085308349
4526,06037602103,1,1,6992,0.3,21660.6,District 2,SPA 8 - South Bay,City of Hawthorne,8997950.96191406,11939.413137554
4527,06037602104,1,1,5416,0.3,19450.6,District 2,SPA 8 - South Bay,City of Hawthorne,7760375.46777344,11489.5771606778
4528,06037530700,1,1,2213,0.4,5422.5,District 1,SPA 4 - Metro,Unincorporated - East Los Angeles,11383409.6162109,17884.1692941499
4529,06037531201,1,1,5335,0.2,24892.3,District 1,SPA 7 - East,Unincorporated - East Los Angeles,5977859.24414063,11143.5576339965
4530,06037531000,1,1,5629,0.4,14586.8,District 1,SPA 7 - East,Unincorporated - East Los Angeles,10758153.5,15826.8850173974
4531,06037531102,1,1,3548,0.2,18434.6,District 1,SPA 7 - East,Unincorporated - East Los Angeles,5364456.94726563,9848.27692022768
4532,06037531301,1,1,5601,0.3,18305.2,District 1,SPA 7 - East,Unincorporated - East Los Angeles,8532657.78125,15266.0561135636
4533,06037531302,1,1,6709,0.3,19657,District 1,SPA 7 - East,Unincorporated - East Los Angeles,9512667.86425781,15826.3094012674
4534,06037702202,1,1,3751,0.4,9586.8,District 3,SPA 5 - West,City of Santa Monica,10907984.0361328,13838.4700987916
4535,06037920028,2,2,5684,1,5447.7,District 5,SPA 2 - San Fernando,City of Santa Clarita,28167869.1142578,30059.5033227016
4536,06037920035,2,2,7720,1,8105.6,District 5,SPA 2 - San Fernando,City of Santa Clarita,26548831.6845703,20241.1058918196
4537,06037900607,1,1,3904,0.7,5901.9,District 5,SPA 1 - Antelope Valley,City of Lancaster,18438328.9052734,20160.4228829564
4538,06037920038,2,2,4430,0.4,11533.7,District 5,SPA 2 - San Fernando,City of Santa Clarita,10689439.1416016,19846.962012647
4539,06037900703,1,1,4375,1,4360.1,District 5,SPA 1 - Antelope Valley,City of Lancaster,27968912.5722656,21130.1826635918
4540,06037920039,2,2,1896,0.4,4719.5,District 5,SPA 2 - San Fernando,City of Santa Clarita,11226689.0058594,17515.6326934403
4541,06037900300,1,1,4514,22.7,198.5,District 5,SPA 1 - Antelope Valley,Unincorporated - North Lancaster,633384711.65332,124709.598859498
4542,06037900705,1,1,4285,2,2102.6,District 5,SPA 1 - Antelope Valley,City of Lancaster,56834643.0136719,31928.3214028404
4543,06037900803,1,1,8284,1,8141.3,District 5,SPA 1 - Antelope Valley,City of Lancaster,28446614.9580078,21356.4801461746
4544,06037920110,2,2,5010,0.4,12418.2,District 5,SPA 2 - San Fernando,City of Santa Clarita,11341635.6904297,17025.2320237702
4545,06037900504,1,1,5816,4.1,1425.6,District 5,SPA 1 - Antelope Valley,City of Lancaster,113810815.451172,64094.4089181463
4546,06037910301,1,1,4219,1.5,2769.2,District 5,SPA 1 - Antelope Valley,Unincorporated - Quartz Hill,42485569.7744141,27749.5866166167
4547,06037137502,1,1,4202,0.8,5206.5,District 3,SPA 2 - San Fernando,Los Angeles - Woodland Hills,22497691.046875,19258.4265640422
4548,06037910302,1,1,6387,1.6,4018.9,District 5,SPA 1 - Antelope Valley,City of Palmdale,44601633.8496094,30489.8042735371
4549,06037910401,1,1,6608,3.8,1754.1,District 5,SPA 1 - Antelope Valley,City of Palmdale,105434700.304688,41989.7736994347
4550,06037920112,2,2,4287,0.7,6423.4,District 5,SPA 2 - San Fernando,City of Santa Clarita,18603776.2402344,17646.7208084186
4551,06037920200,2,2,6920,4,1719.9,District 5,SPA 2 - San Fernando,Unincorporated - Castaic,122197782.50293,65914.5521403987
